Date Scraped,Title,news_summary,news_card_image,Date Published,Link,Publication,Author,text,id,predicted_category,similarity,cluster,cluster_size
2025-05-12,anyone for pope-eroni?,nil,,2025-05-10 7:45 PM,https://www.youtube.com/watch?v=hcdqAIJDKwU,9news australia,9 news australia,"anyone for pope-eroni? 

 ",325,politics,0.496062695980072,0,32
2025-05-12,brownlow medal fancy zach merrett faces nervous wait after high shot during essendon’s win over sydney,the superstar will come under scrutiny for the incident that left his opponent needing a concussion test.,https://images.7news.com.au/publication/C-18648437/e119389f9cfc39337926df5e51a655590a397a5a-16x9-x0y2w1280h720.jpg,2025-05-10 7:22 PM,https://7news.com.au/sport/afl/brownlow-medal-fancy-zach-merrett-faces-nervous-wait-after-high-shot-during-essendons-win-over-sydney-c-18648437,7news.com.au,ben sutton,"brownlow medal fancy zach merrett faces nervous wait after high shot during essendon’s win over sydney 

 the superstar will come under scrutiny for the incident that left his opponent needing a concussion test.",326,sports,0.5127261877059937,1,412
2025-05-12,"large rallies held protesting sexual violence, anger that crisis not properly addressed during election",nil,https://i.guim.co.uk/img/media/2eed384f90d0aa3a3576251ca845c35083c67431/239_0_2388_1911/master/2388.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=30ad900b464300e72bc24153166e2879,2025-05-10 7:15 PM,https://www.theguardian.com/society/2025/may/10/large-rallies-held-protesting-sexual-violence-anger-that-crisis-not-properly-addressed-during-election,australia news | the guardian,australian associated press,"large rallies held protesting sexual violence, anger that crisis not properly addressed during election 

 ",327,politics,0.40078336000442505,1,412
2025-05-12,pakistan launches retaliatory strikes against india as conflict intensifies | abc news,nil,,2025-05-10 7:20 PM,https://www.youtube.com/watch?v=VxKgxJa2BPA,abc news (australia),abc news (australia),"pakistan launches retaliatory strikes against india as conflict intensifies | abc news 

 ",328,politics,0.45980629324913025,1,412
2025-05-12,"‘the right lane is faster’, and other thoughts i don’t appreciate in a traffic jam",nil,"https://static.ffx.io/images/$zoom_0.44834885690093135,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/96554da44fd599db579caf5410a291a3daa2b2f2",2025-05-10 7:00 PM,https://www.smh.com.au/national/the-right-lane-is-faster-and-other-thoughts-i-don-t-appreciate-in-a-traffic-jam-20250508-p5lxkb.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,thomas mitchell,"‘the right lane is faster’, and other thoughts i don’t appreciate in a traffic jam 

 ",329,politics,0.5272328853607178,1,412
2025-05-12,tenant charged with murder after landlord allegedly stabbed to death,nil,"https://static.ffx.io/images/$zoom_0.7066029239766082,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_30,$y_71/t_crop_custom/q_86,f_auto/c37adaba6814ef9f7c1f2906ba3ac40f05bc90e7",2025-05-10 6:58 PM,https://www.smh.com.au/national/nsw/tenant-charged-with-murder-after-landlord-allegedly-stabbed-to-death-20250510-p5ly4y.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,sarah mcphee,"tenant charged with murder after landlord allegedly stabbed to death 

 ",330,politics,0.5472856760025024,1,412
2025-05-12,three men rescued after boat capsizes near geelong,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/1f366539cc6de1066c7fa80ad30bebdd6632882a",2025-05-10 6:57 PM,https://www.smh.com.au/national/three-men-rescued-after-boat-capsizes-near-geelong-20250510-p5ly59.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"three men rescued after boat capsizes near geelong 

 ",331,politics,0.5310599207878113,1,412
2025-05-12,family demands answers after woman hit by van,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/9b19aa0bf062675d553156ef8614bd813fd0bef9",2025-05-10 6:54 PM,https://www.smh.com.au/national/family-demands-answers-after-woman-hit-by-van-20250510-p5ly56.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"family demands answers after woman hit by van 

 ",332,politics,0.5056822896003723,1,412
2025-05-12,melbourne man dies after jumping off boat in thailand,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/6d81f606385967719d65b9e8611b10ff858d6cdf",2025-05-10 6:48 PM,https://www.smh.com.au/national/melbourne-man-dies-after-jumping-off-boat-in-thailand-20250510-p5ly52.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"melbourne man dies after jumping off boat in thailand 

 ",333,lifestyle,0.512499988079071,1,412
2025-05-12,moment gold coast arsonist lights van on fire,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/a8d89224dc1a258ad1956c6885f138629c680462",2025-05-10 6:44 PM,https://www.smh.com.au/national/moment-gold-coast-arsonist-lights-van-on-fire-20250510-p5ly54.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"moment gold coast arsonist lights van on fire 

 ",334,sports,0.5464203357696533,1,412
2025-05-12,methanol poisoning survivor’s call for change,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/6a6f93dbdd03eb4888da7c548ef520e34f6cc7d8",2025-05-10 6:44 PM,https://www.smh.com.au/national/methanol-poisoning-survivor-s-call-for-change-20250510-p5ly53.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"methanol poisoning survivor’s call for change 

 ",335,politics,0.5405999422073364,1,412
2025-05-12,coalition powerbrokers prepare for leadership contests | 9 news australia,nil,,2025-05-10 6:40 PM,https://www.youtube.com/watch?v=ZAAzKYyGME0,9news australia,9 news australia,"coalition powerbrokers prepare for leadership contests | 9 news australia 

 ",336,politics,0.3947102427482605,1,412
2025-05-12,man charged with murder after man’s death in sydney | 9 news australia,nil,,2025-05-10 6:26 PM,https://www.youtube.com/watch?v=EBxYrXzXgdc,9news australia,9 news australia,"man charged with murder after man’s death in sydney | 9 news australia 

 ",337,politics,0.5126471519470215,1,412
2025-05-12,michael mosley’s son jack gives rare insight into his father almost one year since his tragic death in greece,"mosley died on the greek island of symi, after an ill-fated walk.",https://images.7news.com.au/publication/C-18648074/8004b58e694bf42db33995a037bb7613451bbc98-16x9-x0y0w1304h734.jpg,2025-05-10 6:44 PM,https://7news.com.au/sunrise/michael-mosleys-son-jack-gives-rare-insight-into-his-father-almost-one-year-since-his-tragic-death-in-greece--c-18648074,7news.com.au,caleb taylor,"michael mosley’s son jack gives rare insight into his father almost one year since his tragic death in greece 

 mosley died on the greek island of symi, after an ill-fated walk.",338,music,0.561845064163208,1,412
2025-05-12,jaeman salmon reignites feud with ricky stuart after ‘weak-gutted dog’ celebration during bulldogs’ win over raiders,the long-running stoush exploded again during the top-of-the-table clash.,https://images.7news.com.au/publication/C-18648092/61ce8a943f1909458d49f82295f9cbacad200a51-16x9-x0y2w1280h720.jpg,2025-05-10 6:26 PM,https://7news.com.au/sport/rugby-league/jaeman-salmon-reignites-feud-with-ricky-stuart-after-weak-gutted-dog-celebration-during-bulldogs-win-over-raiders-c-18648092,7news.com.au,ben sutton,"jaeman salmon reignites feud with ricky stuart after ‘weak-gutted dog’ celebration during bulldogs’ win over raiders 

 the long-running stoush exploded again during the top-of-the-table clash.",339,sports,0.5169360637664795,1,412
2025-05-12,chicago's catholics celebrate north america's first pope | abc news,nil,,2025-05-10 6:30 PM,https://www.youtube.com/watch?v=LYXKYQNA2Vs,abc news (australia),abc news (australia),"chicago's catholics celebrate north america's first pope | abc news 

 ",340,politics,0.5121967792510986,0,32
2025-05-12,man charged with murder after man’s death in sydney,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/f9e141750695c8d9ae73a749e706702bfdc49fa5",2025-05-10 6:29 PM,https://www.smh.com.au/national/man-charged-with-murder-after-man-s-death-in-sydney-20250510-p5ly50.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"man charged with murder after man’s death in sydney 

 ",341,politics,0.5381888151168823,1,412
2025-05-12,pope leo xiv delivers first sermon as the catholic church's new leader | 9 news australia,nil,,2025-05-10 6:22 PM,https://www.youtube.com/watch?v=228AboXASyA,9news australia,9 news australia,"pope leo xiv delivers first sermon as the catholic church's new leader | 9 news australia 

 ",342,politics,0.4820205569267273,0,32
2025-05-12,gunman on the run after drive-by shooting in sydney | 9 news australia,nil,,2025-05-10 6:15 PM,https://www.youtube.com/watch?v=DkEgwC7fp4I,9news australia,9 news australia,"gunman on the run after drive-by shooting in sydney | 9 news australia 

 ",343,sports,0.4884704351425171,1,412
2025-05-12,pakistan retaliates after indian missile strikes | 9 news australia,nil,,2025-05-10 6:09 PM,https://www.youtube.com/watch?v=uC6YLMEpfW8,9news australia,9 news australia,"pakistan retaliates after indian missile strikes | 9 news australia 

 ",344,politics,0.47424986958503723,1,412
2025-05-12,four teens arrested over string of alleged carjackings in melbourne,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/eb492b3cadf603407f4623ecf4fbc1b0aeaf8133",2025-05-10 5:42 PM,https://www.smh.com.au/national/four-teens-arrested-over-string-of-alleged-carjackings-in-melbourne-20250510-p5ly4u.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"four teens arrested over string of alleged carjackings in melbourne 

 ",345,politics,0.5510873794555664,1,412
2025-05-12,gunman on the run after shooting in sydney,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/5250dac14cec4047c0c5581148adc80ccb836d32",2025-05-10 5:42 PM,https://www.smh.com.au/national/gunman-on-the-run-after-shooting-in-sydney-20250510-p5ly4v.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"gunman on the run after shooting in sydney 

 ",346,sports,0.5026443004608154,1,412
2025-05-12,coalition powerbrokers prepare for leadership contests,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/685797263ce8e10ab32aa9509198fb27e9cbd25d",2025-05-10 5:40 PM,https://www.smh.com.au/national/coalition-powerbrokers-prepare-for-leadership-contests-20250510-p5ly4t.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"coalition powerbrokers prepare for leadership contests 

 ",347,politics,0.3947518467903137,1,412
2025-05-12,thousands rally against gender-based violence,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/6ed288b03920dd31f7226de61bd6943e3fe7347f",2025-05-10 5:39 PM,https://www.smh.com.au/national/thousands-rally-against-gender-based-violence-20250510-p5ly4w.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"thousands rally against gender-based violence 

 ",348,politics,0.47680187225341797,1,412
2025-05-12,world war ii hero honoured in military state funeral | 9 news australia,nil,,2025-05-10 5:17 PM,https://www.youtube.com/watch?v=gxvaIFtU0cg,9news australia,9 news australia,"world war ii hero honoured in military state funeral | 9 news australia 

 ",349,politics,0.5016745328903198,1,412
2025-05-12,india-pakistan latest; pope leo xiv delivers first mass | 9 news australia,nil,,2025-05-10 5:16 PM,https://www.youtube.com/watch?v=XOeZH7kQEFM,9news australia,9 news australia,"india-pakistan latest; pope leo xiv delivers first mass | 9 news australia 

 ",350,politics,0.45589762926101685,0,32
2025-05-12,judge temporarily blocks trump and musk’s administration overhaul,‘the president may broadly restructure federal agencies only when authorised by congress’,https://images.7news.com.au/publication/C-18647933/ec333dca36a3a9334aac859e092733bc45a32a3a-16x9-x0y209w4000h2250.jpg,2025-05-10 5:30 PM,https://7news.com.au/news/judge-temporarily-blocks-trump-and-musks-administration-overhaul-c-18647933,7news.com.au,tom hals and kanishka singh,"judge temporarily blocks trump and musk’s administration overhaul 

 ‘the president may broadly restructure federal agencies only when authorised by congress’",351,politics,0.4779513478279114,1,412
2025-05-12,putin marks ww2 victory alongside xi as ukraine war continues | abc news,nil,,2025-05-10 5:30 PM,https://www.youtube.com/watch?v=3oSgaL5MsE8,abc news (australia),abc news (australia),"putin marks ww2 victory alongside xi as ukraine war continues | abc news 

 ",352,politics,0.46674150228500366,1,412
2025-05-12,thousands join military procession for funeral of western australia's last wwii pow,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/6dad6cfe89312b998617d85ba72899d63984fd6d",2025-05-10 5:35 PM,https://www.smh.com.au/national/thousands-join-military-procession-for-funeral-of-western-australias-last-wwii-pow-20250510-p5ly4r.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"thousands join military procession for funeral of western australia's last wwii pow 

 ",353,politics,0.5428398847579956,1,412
2025-05-12,former socceroos boss graham arnold announced as new coach of iraq,it’s the 61-year-old’s first job since quitting as australia coach last september.,https://images.7news.com.au/publication/C-18647723/8b882505aa7e9037b80acf2bebc6692b64b762f3-16x9-x0y2w1280h720.jpg,2025-05-10 5:10 PM,https://7news.com.au/sport/soccer/former-socceroos-boss-graham-arnold-announced-as-new-coach-of-iraq-c-18647723,7news.com.au,ian chadband,"former socceroos boss graham arnold announced as new coach of iraq 

 it’s the 61-year-old’s first job since quitting as australia coach last september.",354,sports,0.5218244791030884,1,412
2025-05-12,catholics speculate as to how pope leo xiv will lead the church | abc news,nil,,2025-05-10 5:00 PM,https://www.youtube.com/watch?v=bJWL6sqwo0M,abc news (australia),abc news (australia),"catholics speculate as to how pope leo xiv will lead the church | abc news 

 ",355,politics,0.48143941164016724,0,32
2025-05-12,petals of love: three million blooms for mums this mother’s day,nil,"https://static.ffx.io/images/$zoom_0.29478768518518517,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_53,$y_153/t_crop_custom/q_86,f_auto/f3e10746cd2bf3eed2d46834171ee529699d383b",2025-05-10 4:51 PM,https://www.smh.com.au/national/victoria/petals-of-love-three-million-blooms-for-mums-this-mother-s-day-20250507-p5lxcp.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,madeleine heffernan,"petals of love: three million blooms for mums this mother’s day 

 ",356,music,0.5081098675727844,1,412
2025-05-12,brendan fevola and guy sebastian inspire struggling local team masala dandenong to stunning win,the afl great teamed up with an aussie pop star to help a struggling team end their 20-game losing streak.,https://images.7news.com.au/publication/C-18647335/8c801aa55f29d022594b525217a6a04b0fb28f36-16x9-x0y0w1280h720.jpg,2025-05-10 4:47 PM,https://7news.com.au/sport/afl/brendan-fevola-and-guy-sebastian-inspire-struggling-local-team-masala-dandenong-to-stunning-win-c-18647335,7news.com.au,ben sutton,"brendan fevola and guy sebastian inspire struggling local team masala dandenong to stunning win 

 the afl great teamed up with an aussie pop star to help a struggling team end their 20-game losing streak.",357,sports,0.48666274547576904,1,412
2025-05-12,"no phones, lots of prayer: australian cardinal’s insight into secretive vatican conclave",nil,https://i.guim.co.uk/img/media/f288ffeecbe104b6ad802d0a2919d1b7a7da6198/0_0_6770_5416/master/6770.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=0d0e9ecfd04188facd666639bcbbf81a,2025-05-10 4:34 PM,https://www.theguardian.com/world/2025/may/10/no-phones-lots-of-prayer-australian-cardinals-insight-into-secretive-vatican-conclave,australia news | the guardian,australian associated press,"no phones, lots of prayer: australian cardinal’s insight into secretive vatican conclave 

 ",358,politics,0.5058118104934692,0,32
2025-05-12,women's wheelchair basketball faces uphill battle to qualify for 2032 paralympics | abc news,nil,,2025-05-10 4:30 PM,https://www.youtube.com/watch?v=zP6bG87wuHU,abc news (australia),abc news (australia),"women's wheelchair basketball faces uphill battle to qualify for 2032 paralympics | abc news 

 ",359,sports,0.4673053026199341,1,412
2025-05-12,toxic algal bloom impacts multiple beaches across south australia | abc news,nil,,2025-05-10 4:14 PM,https://www.youtube.com/watch?v=9GcY0Zmn5io,abc news (australia),abc news (australia),"toxic algal bloom impacts multiple beaches across south australia | abc news 

 ",360,lifestyle,0.497733473777771,1,412
2025-05-12,aussie broadcaster erin holland forced to flee to dubai after being caught up in india-pakistan conflict,the cricket commentator is now waiting to come back to australia.,https://images.7news.com.au/publication/C-18647221/4eae5961276ff46f6a59853ef7a473ed2840e9d7-16x9-x0y0w1304h734.jpg,2025-05-10 4:25 PM,https://7news.com.au/sunrise/aussie-broadcaster-erin-holland-forced-to-flee-to-dubai-after-being-caught-up-in-india-pakistan-conflict-c-18647221,7news.com.au,caleb taylor,"aussie broadcaster erin holland forced to flee to dubai after being caught up in india-pakistan conflict 

 the cricket commentator is now waiting to come back to australia.",361,sports,0.48738235235214233,1,412
2025-05-12,sa mp nick mcbride appears in court over assault charges | abc news,nil,,2025-05-10 4:06 PM,https://www.youtube.com/watch?v=tbduhYxISes,abc news (australia),abc news (australia),"sa mp nick mcbride appears in court over assault charges | abc news 

 ",362,sports,0.4945269525051117,1,412
2025-05-12,pakistan launches retaliatory strikes against india as tensions rise | abc news,nil,,2025-05-10 3:42 PM,https://www.youtube.com/watch?v=RxY5mWAH1NE,abc news (australia),abc news (australia),"pakistan launches retaliatory strikes against india as tensions rise | abc news 

 ",363,politics,0.4543290138244629,1,412
2025-05-12,"‘dumb, nasty’: mps unload on deputy pm",anthony albanese and his deputy richard marles have come under fire following the “nasty” treatment of two cabinet ministers.,https://content.api.news/v3/images/bin/92496c99071d445881897c5199e2548b?width=320,2025-05-10 3:31 PM,https://www.news.com.au/finance/work/leaders/dumb-nasty-uproar-after-labor-bloodbath-mps-unload-on-albanese-marles/news-story/96337ffc2ecd125cd660b3e6abd01878?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"‘dumb, nasty’: mps unload on deputy pm 

 anthony albanese and his deputy richard marles have come under fire following the “nasty” treatment of two cabinet ministers.",364,politics,0.5299544334411621,1,412
2025-05-12,iconic radio host dies aged 58,legendary aussie community radio and music scene presenter paris pompor has died aged 58.,https://content.api.news/v3/images/bin/8a6dbb63034e6729fbc0acd0c49a21bf?width=320,2025-05-10 3:31 PM,https://www.news.com.au/entertainment/celebrity-life/celebrity-deaths/vale-paris-pompor-local-radio-legend-dies-aged-58/news-story/1e8e32fc4b9e8fbf7f6b503e1ee509b7?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"iconic radio host dies aged 58 

 legendary aussie community radio and music scene presenter paris pompor has died aged 58.",365,music,0.4744083881378174,1,412
2025-05-12,i want men to stop killing women' | abc news,nil,,2025-05-10 3:12 PM,https://www.youtube.com/watch?v=nXGfAlx4d9w,abc news (australia),abc news (australia),"i want men to stop killing women' | abc news 

 ",366,politics,0.4829367399215698,1,412
2025-05-12,‘no more’: protests rise against dv,protesters are flooding capital cities across the nation demanding action to prevent domestic and family violence.,https://content.api.news/v3/images/bin/926f8b1fb99494262a36fbb84f956a7b?width=320,2025-05-10 3:02 PM,https://www.news.com.au/national/no-more-national-rallies-against-violence-taking-place-across-australia/news-story/214ae4b5d958c76bc381a946647f1c85?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"‘no more’: protests rise against dv 

 protesters are flooding capital cities across the nation demanding action to prevent domestic and family violence.",367,politics,0.512782633304596,1,412
2025-05-12,melbourne coaches slammed as clayton oliver becomes a tagger in clash with hawthorn,‘just saw this and spat my coffee out.’,https://images.7news.com.au/publication/C-18646811/f9ec2e0171f89f6210afb184042080df66403f99-16x9-x0y0w1304h734.jpg,2025-05-10 2:37 PM,https://7news.com.au/sport/afl/melbourn-coaches-slammed-as-clayton-oliver-becomes-a-tagger-in-clash-with-hawthorn-c-18646811,7news.com.au,cameron noakes,"melbourne coaches slammed as clayton oliver becomes a tagger in clash with hawthorn 

 ‘just saw this and spat my coffee out.’",368,sports,0.5291235446929932,1,412
2025-05-12,pope leo xiv’s close friend shares cheeky little-known story and praises his humility,father tony banks reveals a surprising side of the pontiff.,https://images.7news.com.au/publication/C-18646679/56cf95547b016c6856aa3a9b402b0510e8b94a78-16x9-x0y0w1304h734.jpg,2025-05-10 2:36 PM,https://7news.com.au/sunrise/pope-leo-xivs-close-friend-shares-cheeky-little-known-story-and-praises-his-humility-c-18646679,7news.com.au,caleb taylor,"pope leo xiv’s close friend shares cheeky little-known story and praises his humility 

 father tony banks reveals a surprising side of the pontiff.",369,politics,0.5678773522377014,0,32
2025-05-12,international agencies criticise new us aid plan for gaza | abc news,nil,,2025-05-10 2:26 PM,https://www.youtube.com/watch?v=MskMXEhACbY,abc news (australia),abc news (australia),"international agencies criticise new us aid plan for gaza | abc news 

 ",370,politics,0.469130277633667,1,412
2025-05-12,first nations voters on the election result | abc news,nil,,2025-05-10 2:16 PM,https://www.youtube.com/watch?v=JpIiqTVnYrg,abc news (australia),abc news (australia),"first nations voters on the election result | abc news 

 ",371,politics,0.4364273250102997,1,412
2025-05-12,catholic leaders urge pope leo to visit australia for first time in over a decade,talks are underway to bring the new pontiff down under.,https://images.7news.com.au/publication/C-18646182/bc315d46845fdd360b125f1bc778464bdf133914-16x9-x0y0w1280h720.jpg,2025-05-10 2:15 PM,https://7news.com.au/news/catholic-leaders-urge-pope-leo-to-visit-australia-for-first-time-in-over-a-decade-c-18646182,7news.com.au,sam mckeith,"catholic leaders urge pope leo to visit australia for first time in over a decade 

 talks are underway to bring the new pontiff down under.",372,politics,0.5399776101112366,0,32
2025-05-12,murder charge laid after man found buried in backyard veggie patch a month after disappearance,"two people were arrested at the scene, with one now facing charges.",https://images.7news.com.au/publication/C-18646539/32e8f980c91b741191b307a3a94c8b8bd40bd47b-16x9-x0y0w1280h720.png,2025-05-10 1:54 PM,https://7news.com.au/news/murder-charge-laid-after-man-found-buried-in-backyard-veggie-patch-a-month-after-disappearance-c-18646539,7news.com.au,demi huang,"murder charge laid after man found buried in backyard veggie patch a month after disappearance 

 two people were arrested at the scene, with one now facing charges.",373,politics,0.5370110273361206,1,412
2025-05-12,pope leo xiv holds his first mass at the sistine chapel | abc news,nil,,2025-05-10 1:52 PM,https://www.youtube.com/watch?v=uwpG-Uy4qr0,abc news (australia),abc news (australia),"pope leo xiv holds his first mass at the sistine chapel | abc news 

 ",374,politics,0.5314079523086548,0,32
2025-05-12,"state launches horse, greyhound racing review",nil,"https://static.ffx.io/images/$zoom_0.19906015037593985,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_55/t_crop_custom/q_86,f_jpg/0ef61d26c3f6713668d24decd14d4849fdbd7108",2025-05-10 1:54 PM,https://www.smh.com.au/national/queensland/state-launches-horse-greyhound-racing-review-20250510-p5ly3a.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,catherine strohfeldt,"state launches horse, greyhound racing review 

 ",375,politics,0.44000765681266785,1,412
2025-05-12,nsw woman faces court after being charged with murder of two grandsons,nil,https://i.guim.co.uk/img/media/4a2dde5e9d7d6defa846fce0da39e925eca021b1/55_0_3749_3000/master/3749.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=23dfcc619ae3beb94dfea14d8dbfe0eb,2025-05-10 1:56 PM,https://www.theguardian.com/australia-news/2025/may/09/grandmother-charged-with-of-two-boys-in-coonabarabran-in-nsw,australia news | the guardian,australian associated press,"nsw woman faces court after being charged with murder of two grandsons 

 ",376,politics,0.5345170497894287,1,412
2025-05-12,fears for west coast veteran jeremy mcgovern after another concussion: ‘much bigger story’,‘they’re taking it very seriously internally’.,https://images.7news.com.au/publication/C-18646219/4ddaf4c323d305e5060f8bfcb4de192b425f5fcb-16x9-x0y0w1304h734.jpg,2025-05-10 1:24 PM,https://7news.com.au/sport/afl/fears-for-west-coast-veteran-jeremy-mcgovern-after-another-concussion-much-bigger-story-c-18646219,7news.com.au,cameron noakes,"fears for west coast veteran jeremy mcgovern after another concussion: ‘much bigger story’ 

 ‘they’re taking it very seriously internally’.",377,politics,0.5385985374450684,1,412
2025-05-12,"if the coalition sticks with nuclear, the fallout will be toxic",nil,"https://static.ffx.io/images/$zoom_0.5174,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/eab4a1e2a0ce26373ede44c7efc5a9ef753dde89",2025-05-10 1:30 PM,https://www.smh.com.au/national/if-the-coalition-sticks-with-nuclear-the-fallout-will-be-toxic-20250505-p5lwmu.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,rebecca huntley,"if the coalition sticks with nuclear, the fallout will be toxic 

 ",378,politics,0.49404093623161316,1,412
2025-05-12,"man arrested after body found in sydney home, police say",nil,https://i.guim.co.uk/img/media/3f3ea57854e32ae76adc806360e6bbb03bd05d0f/334_0_3332_2666/master/3332.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=ad1793983b3537e396adb4d40e0222fe,2025-05-10 1:03 PM,https://www.theguardian.com/australia-news/2025/may/10/man-arrested-after-body-found-in-sydney-home-police-say-ntwnfb,australia news | the guardian,australian associated press,"man arrested after body found in sydney home, police say 

 ",379,politics,0.5101289749145508,1,412
2025-05-12,"australian radio star paris pompor dies aged 58, sparking tributes for the industry legend",a number of prominent identities and organisations have paid tribute to the talented media personality.,https://images.7news.com.au/publication/C-18645976/6f24fb6c27f601e9e969ae74a87aa4e0ad925170-16x9-x0y190w490h276.png,2025-05-10 1:02 PM,https://7news.com.au/news/australian-radio-star-paris-pompor-dies-aged-58-sparking-tributes-for-the-industry-legend-c-18645976,7news.com.au,caleb taylor,"australian radio star paris pompor dies aged 58, sparking tributes for the industry legend 

 a number of prominent identities and organisations have paid tribute to the talented media personality.",380,music,0.46772027015686035,1,412
2025-05-12,online fame is putting these endangered geckos at risk | abc news,nil,,2025-05-10 1:13 PM,https://www.youtube.com/watch?v=pT6uAfLgN0k,abc news (australia),abc news (australia),"online fame is putting these endangered geckos at risk | abc news 

 ",381,lifestyle,0.5337640047073364,1,412
2025-05-12,these fitness trends did not age well | abc news,nil,,2025-05-10 1:00 PM,https://www.youtube.com/watch?v=-RaUE2CJNgo,abc news (australia),abc news (australia),"these fitness trends did not age well | abc news 

 ",382,lifestyle,0.48035529255867004,1,412
2025-05-12,world leaders gather in russia and ukraine to build relations | abc news,nil,,2025-05-10 12:49 PM,https://www.youtube.com/watch?v=Yjnctc13-no,abc news (australia),abc news (australia),"world leaders gather in russia and ukraine to build relations | abc news 

 ",383,politics,0.4310119152069092,1,412
2025-05-12,from treated to tragic: the deterioration of a killer,nil,"https://static.ffx.io/images/$zoom_0.4913,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_241/t_crop_custom/q_86,f_jpg/0dac469a5d504695b211bb68279587fe74db9037",2025-05-10 12:35 PM,https://www.smh.com.au/national/from-treated-to-tragic-the-deterioration-of-a-killer-20250510-p5ly3v.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,miklos bolza,"from treated to tragic: the deterioration of a killer 

 ",384,politics,0.5278623700141907,1,412
2025-05-12,are the liberals shifting to maga? | abc news,nil,,2025-05-10 12:23 PM,https://www.youtube.com/watch?v=7b87q88vFPk,abc news (australia),abc news (australia),"are the liberals shifting to maga? | abc news 

 ",385,politics,0.4705309271812439,1,412
2025-05-12,shocking details emerge in jack doohan formula one sacking saga,the aussie legend and his son’s girlfriend have all been rattled by the frightening ordeal.,https://images.7news.com.au/publication/C-18645530/69a510cc68c99e9398bad7114f1463a51394894b-16x9-x0y0w1304h734.jpg,2025-05-10 11:59 AM,https://7news.com.au/sport/motorsport/shocking-details-emerge-in-jack-doohan-formula-one-sacking-saga-c-18645530,7news.com.au,cameron noakes,"shocking details emerge in jack doohan formula one sacking saga 

 the aussie legend and his son’s girlfriend have all been rattled by the frightening ordeal.",386,sports,0.5053106546401978,1,412
2025-05-12,marine life “acting unusually” and washing up dead on sa shores i abc news,nil,,2025-05-10 12:03 PM,https://www.youtube.com/watch?v=l2MyYJIEJBk,abc news (australia),abc news (australia),"marine life “acting unusually” and washing up dead on sa shores i abc news 

 ",387,lifestyle,0.49710822105407715,1,412
